2011_UID,2016_UID,Latitude,Longitude,2016_Latitude,2016_Longitude,Latitude difference,Longitude difference,2011_WetlandType,2016_WetlandType,2011_NSPP,2016_NSPP,NSPP_DIFF,2011_ShannonDiv,2016_ShannonDiv,Shannon_Diff,2011_XN_ALIENSPP,2016_XN_ALIENSPP,XN_ALIENSPP_DIFF,2011_XRCOV_ALIENSPP,2016_XRCOV_ALIENSPP,XRCOV_ALIENSPP_DIFF,2011_XN_NATSPP,2016_XN_NATSPP,XN_NATSPP_DIFF,2011_XRCOV_NATSPP,2016_XRCOV_NATSPP,XRCOV_NATSPP_DIFF,2011_PCTN_HERB,2016_PCTN_HERB,PCTN_HERB_DIFF,16_SLA_prevalence,16_AnTol_prevalence,16_CN_prevalence,2011 SLA_Mean,2016 SLA_Mean,SLA_Change,2011 SLA_Variance,2016 SLA Variance,SLA_Variance_Change,2011 Anaerobic Tolerance_ Mean,2016 Anaerobic Tolerance_ Mean,AnaerobicTol_Change,2011 Anaerobic Tolerance_ Variance,2016 Anaerobic Tolerance_ Variance,AnaerobicTol_Variance_Change,2011 CN_Ratio_ Mean,2016 CN_Ratio Mean,CN_Ratio_Change,2011 CN_Variance,2016 CN Ratio Variance,CN_Ratio_Variance_Change
3856,204030,39.26398,-106.25391,39.26401,-106.25387,3E-05,4E-05,PSS,PSS,80,92,12,3.2048,3.120844284,-0.083955716,3,2.8,-0.2,2.72,1.476080241,-1.243919759,48.6,43.6,-5,97.28,88.71051991,-8.569480089,87.5,73.91304348,-13.58695652,0.6557749,0.464686733,0.558111977,0.227094834,0.396923881,0.169829047,0.227094834,7.038772126,-6.811677292,0.034978067,0.035662203,-0.000684136,0.343783525,0.083270268,0.260513257,0.1626881,0.0444686,0.118219499,0.532737498,0.131008996,0.401728502
3869,206535,45.48409746,-69.20219337,45.48407,-69.20213,-2.746E-05,6.337E-05,PFO,PFO,125,101,-24,3.0157,3.194113111,0.178413111,3.8,4.6,0.8,1.92,9.531783338,7.611783338,49.8,46.6,-3.2,97.57,89.79369551,-7.776304489,74.4,72.27722772,-2.122772277,0.80306539,0.550981338,0.649453695,0.448384425,0.671798034,0.223413609,0.448384425,17.35461939,-16.90623496,0.035411223,0.036496764,-0.001085541,0.211675638,0.082606482,0.129069155,0.200479878,0.054941337,0.145538541,0.685293568,0.186299259,0.498994309
3870,202517,36.87,-108.19109,36.87,-108.19103,0,6E-05,PFO,PFO,30,28,-2,2.4193,1.949037424,-0.470262576,10.4,9.4,-1,42.39,36.33983443,-6.05016557,9.4,7.2,-2.2,56.11,62.62873873,6.518738727,66.67,60.71428571,-5.955714286,0.237671406,0.211791559,0.229210172,0.543814599,0.446752363,-0.097062236,0.543814599,5.906145676,-5.362331077,0.028174942,0.072717743,-0.044542802,0.523642294,0.094082927,0.429559367,0.303739451,0.08531594,0.218423511,0.780144525,0.150733404,0.62941112
3872,202517,36.86998,-108.19108,36.87,-108.19103,2E-05,5E-05,PFO,PFO,35,28,-7,2.3536,1.949037424,-0.404562576,11.8,9.4,-2.4,40.83,36.33983443,-4.49016557,10.4,7.2,-3.2,57.95,62.62873873,4.678738727,68.57,60.71428571,-7.855714286,0.237671406,0.211791559,0.229210172,0.443950555,0.446752363,0.002801808,0.443950555,5.906145676,-5.462195121,0.023806511,0.072717743,-0.048911232,0.484858247,0.094082927,0.39077532,0.294721452,0.08531594,0.209405512,0.745997946,0.150733404,0.595264542
3878,200377,40.732528,-81.975115,40.732528,-81.975115,0,0,PFO,PFO,30,44,14,2.1667,2.334987664,0.168287664,1.2,3.4,2.2,12.72,38.65638208,25.93638208,13.4,19.6,6.2,84.16,61.21550861,-22.94449139,43.33,52.27272727,8.942727273,0.728886706,0.41691319,0.515779511,1.671448245,2.320086079,0.648637834,1.671448245,70.89023566,-69.21878741,0.181793206,0.087355961,0.094437246,0.929901949,0.236849387,0.693052563,0.397850646,0.105667992,0.292182654,1.217192145,0.326246283,0.890945862
3881,203602,29.07830843,-90.51525074,29.07805,-90.51549,-0.00025843,-0.00023926,E2SS,E2SS,6,28,22,1.4894,1.766273096,0.276873096,0.4,0.2,-0.2,15.26,1.4803849,-13.7796151,3.4,10.6,7.2,84.74,95.96355228,11.22355228,50,53.57142857,3.571428571,0.046629979,0.970408169,0.937673857,4.236566692,0.406429759,-3.830136933,4.236566692,3.55515684,0.681409853,1.020981929,0.308416499,0.712565431,2.022332989,0.888359243,1.133973746,0.901252096,0.257380117,0.643871979,1.51785776,0.634618251,0.883239509
3884,207132,45.96975,-68.23679,45.96977,-68.2368,2E-05,-1E-05,PFO,PFO,79,33,-46,2.4445,2.728218926,0.283718926,0.2,0,-0.2,0.02,0,-0.02,43.6,20,-23.6,99.74,99.6498225,-0.090177503,51.9,30.3030303,-21.5969697,0.669705817,0.641922999,0.826903581,0.313156864,0.845134836,0.531977971,0.313156864,16.4277199,-16.11456303,0.056530631,0.114561031,-0.058030399,0.331676508,0.307423356,0.024253152,0.207875346,0.153998424,0.053876921,0.70634916,0.498906656,0.207442504
3897,200764,46.60642569,-123.6794087,46.606421,-123.679401,-4.69E-06,7.7E-06,PEM,PEM,53,86,33,2.7338,3.117432754,0.383632754,6.8,10.2,3.4,30.47,36.56393506,6.093935058,25.2,31,5.8,64.01,62.82602736,-1.18397264,77.36,63.95348837,-13.40651163,0.656426172,0.633004123,0.695523651,0.578292611,0.534032854,-0.044259757,0.578292611,13.54779649,-12.96950388,0.061429874,0.060668749,0.000761125,0.437858236,0.187103772,0.250754465,0.185679789,0.062887393,0.122792396,0.565518111,0.1888817,0.376636411
3914,201050,39.428134,-75.573986,39.428134,-75.573968,0,1.8E-05,E2EM,E2EM,14,16,2,1.7585,1.513737093,-0.244762907,1,1.8,0.8,30.85,27.94349525,-2.906504746,5.2,5.2,0,66.16,72.00980799,5.84980799,85.71,75,-10.71,0.294962161,0.821846489,0.821430688,1.663218133,1.684676815,0.021458682,1.663218133,8.619285877,-6.956067744,0.613023424,0.516822808,0.096200616,1.849967853,1.428660559,0.421307294,0.661634799,0.434654116,0.226980683,1.428410805,1.021655977,0.406754828
3921,199670,24.593419,-81.662696,24.59342,-81.6627,1E-06,-4E-06,E2SS,E2SS,3,2,-1,0.767,0.375992311,-0.391007689,0,0,0,0,0,0,2.2,1.8,-0.4,100,100,0,33.33,#N/A,#N/A,0.843668494,0.156331506,0.156331506,2.590216226,3.923058499,1.332842273,2.590216226,0.695923185,1.894293042,0.505938329,0.756331506,-0.250393176,0,0.382695671,-0.382695671,4,0.834497258,3.165502742,0,0.677440945,-0.677440945
3929,203224,38.68724564,-79.76969451,38.68722,-79.76964,-2.564E-05,5.451E-05,PEM,PEM,51,49,-2,2.3834,2.265601629,-0.117798371,1,2,1,9.34,4.097252238,-5.242747762,22,21.2,-0.8,90.62,95.88162844,5.261628438,84.31,83.67346939,-0.636530612,0.247005748,0.724744455,0.689899094,0.702877556,1.486042327,0.783164771,0.702877556,48.55466764,-47.85179008,0.080444752,0.09382368,-0.013378928,0.286555893,0.23048838,0.056067512,0.289791149,0.12442918,0.165361969,0.861060347,0.400184343,0.460876004
3955,197290,30.38434018,-88.11413662,30.38434,-88.11414,-1.8E-07,-3.38E-06,PSS,PFO,31,53,22,2.5259,2.891797277,0.365897277,0,0.4,0.4,0,2.525083612,2.525083612,15.2,18.2,3,86.65,73.72814977,-12.92185023,61.29,56.60377358,-4.686226415,0.331198973,0.561512739,0.468049024,0.89269685,0.547903172,-0.344793678,0.89269685,6.257097062,-5.364400212,0.141939862,0.097012812,0.044927049,1.000439459,0.283431173,0.717008287,0.636400271,0.09439439,0.542005881,1.708793591,0.281526284,1.427267308
3959,201154,35.78775052,-75.88106658,35.787751,-75.881067,4.8E-07,-4.2E-07,PFO,PFO,21,19,-2,1.7725,2.165225665,0.392725665,0,0,0,0,0,0,15.8,14.6,-1.2,100,99.79402678,-0.205973223,4.76,#N/A,#N/A,0.395161202,0.991231252,0.969221035,0.941399224,0.567302923,-0.374096301,0.941399224,5.36257874,-4.421179516,0.220692065,0.235167959,-0.014475894,0.785088224,0.746094287,0.038993938,0.314013997,0.246745337,0.06726866,0.982255551,0.810478448,0.171777103
3980,198810,30.77208,-87.97659,30.77237,-87.97702,0.00029,-0.00043,E2SS,PFO,20,32,12,1.7645,1.866555509,0.102055509,0,0.2,0.2,0,0.008496177,0.008496177,12.4,16,3.6,100,99.22763065,-0.772369349,35,31.25,-3.75,0.901951269,0.465065667,0.432474398,0.846147336,1.319822657,0.473675321,0.846147336,11.99735975,-11.15121241,0.09441534,0.113073911,-0.018658571,0.892645878,0.253373263,0.639272615,0.530631176,0.135163793,0.395467383,1.53552665,0.404645034,1.130881615
3981,199370,30.77328239,-87.97994429,30.77329,-87.97996,7.61E-06,-1.571E-05,E2SS,PSS,33,60,27,2.8755,2.60833127,-0.26716873,1.6,1.6,0,9.2,16.42643247,7.226432467,19.2,26,6.8,90.8,79.18588306,-11.61411694,51.52,55,3.48,0.192396176,0.627285651,0.597742432,0.831192443,0.344858181,-0.486334262,0.831192443,3.460767661,-2.629575219,0.129232216,0.084707626,0.04452459,0.721645568,0.259689511,0.461956057,0.313125038,0.082898886,0.230226152,1.007476351,0.248268303,0.759208048
3984,204243,38.62064,-81.97834,38.62049,-81.97829,-0.00015,5E-05,PEM,PSS,49,48,-1,2.4111,2.585692639,0.174592639,2.8,1.4,-1.4,8.87,2.141734513,-6.728265487,19.2,19.2,0,91.09,97.49800766,6.408007657,69.39,70.83333333,1.443333333,0.51744626,0.741044907,0.673144815,0.830688733,1.984770198,1.154081465,0.830688733,48.54373597,-47.71304724,0.107937405,0.126597429,-0.018660024,0.766103241,0.382507981,0.38359526,0.539348574,0.122550656,0.416797919,1.299406782,0.366685657,0.932721125
3985,203945,39.10722,-81.41797,39.10721,-81.41781,-1E-05,0.00016,PUBPAB,PUBPAB,21,50,29,1.1304,2.27211922,1.14171922,0.4,5.4,5,0.04,1.367940193,1.327940193,13.2,20.6,7.4,99.96,98.27756295,-1.682437051,95.24,82,-13.24,0.525127406,0.72979913,0.219884387,3.340793074,1.877715993,-1.463077081,3.340793074,49.0421147,-45.70132163,0.260204897,0.112873393,0.147331504,1.178485788,0.371406613,0.807079175,0.468829702,0.058661507,0.410168196,1.226874337,0.122840514,1.104033823
3987,200272,40.616679,-81.606718,40.61668,-81.606721,1E-06,-3E-06,PEM,PFO,44,30,-14,1.6516,1.781896371,0.130296371,1.6,2.4,0.8,2.65,53.29486381,50.64486381,14,7.6,-6.4,46.93,46.06202521,-0.867974793,61.36,40,-21.36,0.92257498,0.89931754,0.922170218,1.672316429,4.000520268,2.328203839,1.672316429,53.73373383,-52.0614174,0.275901743,0.385525632,-0.109623889,1.00877625,1.110890866,-0.102114616,0.492098658,0.334384662,0.157713996,1.096453299,0.845920253,0.250533045
3989,200272,40.61668,-81.606721,40.61668,-81.606721,0,0,PEM,PFO,47,30,-17,1.9527,1.781896371,-0.170803629,1.4,2.4,1,0.5,53.29486381,52.79486381,13.6,7.6,-6,59.51,46.06202521,-13.44797479,65.96,40,-25.96,0.92257498,0.89931754,0.922170218,2.116972115,4.000520268,1.883548153,2.116972115,53.73373383,-51.61676171,0.304645626,0.385525632,-0.080880006,1.072327186,1.110890866,-0.03856368,0.575044421,0.334384662,0.240659759,1.218004662,0.845920253,0.372084409
3992,200141,39.83432108,-82.72935038,39.834332,-82.729346,1.092E-05,4.38E-06,PEM,PEM,7,13,6,0.8501,1.380174621,0.530074621,0,0.4,0.4,0,5.372163607,5.372163607,3,5.6,2.6,99.92,94.60326637,-5.316733632,57.14,61.53846154,4.398461538,0.891261648,0.934134911,0.201919778,5.559874696,5.977481807,0.417607111,5.559874696,69.42408382,-63.86420912,1.11743236,0.686704028,0.430728332,2.230785228,1.735196992,0.495588236,2.018666667,0.243717335,1.774949332,0.782207407,0.323214312,0.458993095
4010,198040,30.7177,-81.52733,30.7177,-81.52736,0,-3E-05,E2EM,E2EM,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,100,100,0,100,#N/A,#N/A,0,1,1,9.4,,-9.4,9.4,,9.4,4,4,0,0,0,0,3,3,0,0,0,0
4013,202390,41.790038,-85.691732,41.790055,-85.69158,1.7E-05,0.000152,PFO,PFO,66,79,13,2.581,2.99900009,0.41800009,1.2,1.8,0.6,2.81,4.643646628,1.833646628,29.8,31.4,1.6,96.05,95.31403619,-0.735963809,51.52,60.75949367,9.239493671,0.653782998,0.701377834,0.772306578,0.770794356,1.115527867,0.344733511,0.770794356,30.37735707,-29.60656272,0.066965067,0.073343352,-0.006378286,0.391950935,0.203010159,0.188940776,0.286348652,0.094549046,0.191799606,0.925932494,0.329024564,0.59690793
4015,201250,42.96801332,-85.59834787,42.968013,-85.598348,-3.2E-07,-1.3E-07,PEM,PEM,32,35,3,1.5881,0.92960153,-0.65849847,1.4,4.6,3.2,5.19,85.56591714,80.37591714,6,6.6,0.6,38.09,13.25589396,-24.83410604,43.75,48.57142857,4.821428571,0.920365676,0.934798264,0.864008021,1.920710448,1.415779343,-0.504931105,1.920710448,10.48474695,-8.564036502,0.487133709,0.638399933,-0.151266224,1.847684304,1.480365931,0.367318373,1.908772908,0.474270182,1.434502727,0.697876197,0.821092362,-0.123216165
4018,201930,44.51120705,-84.91907776,44.51120705,-84.91907776,-2.8E-09,2.99991E-10,PEM,PSS,31,29,-2,1.2763,1.833247705,0.556947705,0,0,0,0,0,0,16,18,2,99.39,99.49610765,0.106107646,58.06,68.96551724,10.90551724,0.513553762,0.634016173,0.155575563,0.985586271,0.893070944,-0.092515328,0.985586271,15.30359068,-14.31800441,0.062071244,0.125906561,-0.063835317,1.459731585,0.359446497,1.100285088,0.729011584,0.07329822,0.655713364,1.886574575,0.154992487,1.731582088
4033,200822,35.698009,-76.230592,35.698009,-76.230592,0,0,PF,PEM,44,24,-20,2.3095,1.775575347,-0.533924653,0.4,1,0.6,0.02,2.495258433,2.475258433,19.6,8.6,-11,99.12,49.63574987,-49.48425013,50,#N/A,#N/A,0.011469987,0.434528047,0.434220244,0.600354844,0.168325585,-0.432029258,0.600354844,2.237974422,-1.637619578,0.098026316,0.21397717,-0.115950854,0.903727921,0.604172605,0.299555316,0.51274384,0.182048996,0.330694844,1.242885822,0.406441076,0.836444745
4034,198800,46.424594,-123.883456,46.424599,-123.883459,5E-06,-3E-06,E2EM,E2EM,9,14,5,1.5892,1.574753647,-0.014446353,1,0.8,-0.2,31.15,0.074574706,-31.07542529,6.2,7,0.8,68.14,99.8810794,31.7410794,100,85.71428571,-14.28571429,0.41778106,0.536085615,0.748413888,2.629019706,0.695605807,-1.933413898,2.629019706,8.176198155,-5.547178449,0.32332141,0.313569303,0.009752108,2.159267615,0.83061067,1.328656946,1.1,0.272767593,0.827232407,1.222916667,0.51932416,0.703592506
4051,197610,48.393052,-122.48459,48.393061,-122.484591,9E-06,-1E-06,PEM,PEM,38,29,-9,2.4154,2.159760884,-0.255639116,4.6,2.8,-1.8,14.76,11.99022873,-2.769771272,10.8,10.8,0,84.99,87.86235926,2.872359261,65.79,65.51724138,-0.272758621,0.809601647,0.717654763,0.523924739,1.158265419,1.785526714,0.627261296,1.158265419,52.01218313,-50.85391772,0.154327683,0.182869044,-0.028541362,1.030097287,0.493620584,0.536476702,0.485166369,0.161745447,0.323420922,1.368458159,0.422717694,0.945740466
4052,204794,48.936145,-122.480897,48.93614,-122.480901,-5E-06,-4E-06,PEM,PEM,15,11,-4,1.6557,1.481822437,-0.173877563,1.4,2.2,0.8,12.47,68.17297615,55.70297615,4.4,2.6,-1.8,41.58,31.82702385,-9.752976152,66.67,54.54545455,-12.12454545,0.948954999,0.828995882,0.809191986,3.932026269,8.404631481,4.472605212,3.932026269,73.22956403,-69.29753776,0.386788262,0.843747525,-0.456959262,1.524572741,1.434549931,0.09002281,2.021311283,0.733600568,1.287710715,0.9478342,1.195532043,-0.247697843
4060,201163,29.61556355,-94.42741246,29.61557,-94.42742,6.45E-06,-7.54E-06,E2EM,E2EM,4,12,8,0.7622,1.539827483,0.777627483,0.4,0.6,0.2,0.09,11.06482178,10.97482178,3,5,2,99.91,81.47439183,-18.43560817,100,83.33333333,-16.66666667,0.134999247,0.823128309,0.798777281,3.307235406,0.535689952,-2.771545454,3.307235406,4.940435617,-1.633200211,1.022491187,0.5784567,0.444034487,2.148148148,1.575234637,0.572913511,1.361139389,0.440668474,0.920470915,1.367003475,0.903527132,0.463476343
4076,198800,46.42459022,-123.8834607,46.424599,-123.883459,8.78E-06,1.7E-06,E2EM,E2EM,11,14,3,1.5022,1.574753647,0.072553647,1,0.8,-0.2,28.74,0.074574706,-28.66542529,6.4,7,0.6,71.12,99.8810794,28.7610794,100,85.71428571,-14.28571429,0.41778106,0.536085615,0.748413888,2.421830876,0.695605807,-1.726225068,2.421830876,8.176198155,-5.754367279,0.358810335,0.313569303,0.045241032,2.269977441,0.83061067,1.439366772,1.05,0.272767593,0.777232407,1.278125,0.51932416,0.758800839
4077,197681,48.464709,-122.548947,48.46473,-122.549223,2.1E-05,-0.000276,PFO,PFO,56,55,-1,2.8203,2.815393015,-0.004906985,4.6,4.4,-0.2,17.53,11.60145186,-5.928548135,19,25,6,74.75,87.0150889,12.2650889,62.5,54.54545455,-7.954545455,0.797633065,0.565149213,0.620558784,0.762193268,0.78011875,0.017925482,0.762193268,18.78011065,-18.01791739,0.086415176,0.056420037,0.029995139,0.411852602,0.106194899,0.305657703,0.264178255,0.082546588,0.181631667,0.753472741,0.241396676,0.512076066
4079,197610,48.393059,-122.484571,48.393061,-122.484591,2E-06,-2E-05,PEM,PEM,30,29,-1,2.0382,2.159760884,0.121560884,4,2.8,-1.2,7.06,11.99022873,4.930228728,9.8,10.8,1,92.13,87.86235926,-4.267640739,63.33,65.51724138,2.187241379,0.809601647,0.717654763,0.523924739,0.982698521,1.785526714,0.802828193,0.982698521,52.01218313,-51.02948461,0.171208927,0.182869044,-0.011660118,1.271528263,0.493620584,0.777907678,0.702028686,0.161745447,0.540283238,1.652405165,0.422717694,1.229687471
4083,201490,31.76140467,-81.13848788,31.7614,-81.13848,-4.67E-06,7.88E-06,E2SS,E2SS,11,20,9,0.9349,0.923626296,-0.011273704,0,0.2,0.2,0,0.025380711,0.025380711,5.8,9.4,3.6,100,99.86125323,-0.138746767,72.73,50,-22.73,0.017165903,0.971476072,0.117771781,3.620976531,0.179202637,-3.441773894,3.620976531,1.814397915,1.806578615,0.663275605,0.413906914,0.249368691,2.29310062,1.258518447,1.034582173,2.781818182,0.15577702,2.626041162,1.180578512,0.283739201,0.896839312
4296,200763,40.42648742,-76.1061958,40.42672,-76.10643,0.00023258,-0.0002342,PEM,PFO,39,63,24,2.2366,2.535681824,0.299081824,2.4,5,2.6,35.92,25.40572353,-10.51427647,12.6,21.2,8.6,62.86,73.53780712,10.67780712,33.33,53.96825397,20.63825397,0.687497976,0.623220658,0.529005346,1.294155153,1.682141992,0.387986839,1.294155153,54.35598123,-53.06182608,0.068225684,0.085271611,-0.017045927,1.336822497,0.238022772,1.098799724,1.572992965,0.086354719,1.486638246,1.350463706,0.255156892,1.095306814
4298,206521,41.45880668,-80.45331573,41.459,-80.45316,0.00019332,0.00015573,PFO,PFO,54,57,3,2.56,2.786416396,0.226416396,0.8,0.8,0,1.35,0.2898511,-1.0601489,21.8,25.8,4,98.55,99.21997396,0.669973961,59.26,47.36842105,-11.89157895,0.813007426,0.671328226,0.640200767,0.897104793,1.525290476,0.628185683,0.897104793,34.04535681,-33.14825202,0.075714072,0.077831086,-0.002117014,0.295062525,0.180882034,0.114180491,0.322140385,0.102347836,0.219792549,1.027224106,0.326812143,0.700411963
4299,206000,38.16516446,-75.17979787,38.16513,-75.18,-3.446E-05,-0.00020213,E2SS,E2EM,7,7,0,1.242,1.369231181,0.127231181,0,0,0,0,0,0,4.4,4.2,-0.2,100,100,0,85.71,71.42857143,-14.28142857,0.004592423,0.942594719,0.942594719,2.836978087,1.572675086,-1.264303001,2.836978087,102.8226951,-99.98571701,1.052679805,0.914566193,0.138113612,1.807186454,2.120213294,-0.31302684,1.323243183,0.726395057,0.596848126,1.244470709,1.353176891,-0.108706183
4305,203422,38.40963,-76.08285,38.40992,-76.0826,0.00029,0.00025,E2EM,E2EM,4,5,1,1.1313,1.069113452,-0.062186548,0,0,0,0,0,0,3.4,3.2,-0.2,100,100,0,100,#N/A,#N/A,0,0.493424648,0.493424648,2.659972527,,-2.659972527,2.659972527,,2.659972527,0.654349817,0.8459721,-0.191622283,1.822222222,1.562738628,0.259483594,1.54639877,0.675092511,0.871306259,1.147325806,0.864058611,0.283267195
4306,203550,38.45147,-75.98089,38.45161,-75.98088,0.00014,1E-05,PUBPAB,PUBPAB,10,27,17,0.9382,2.015641753,1.077441753,0.4,1.2,0.8,1.2,10.67285386,9.472853859,3.6,10,6.4,98.58,89.27535704,-9.304642959,90,81.48148148,-8.518518519,0.373753858,0.430146004,0.244312652,14.99826283,2.238426164,-12.75983667,14.99826283,36.2110869,-21.21282407,0.526413402,0.226320763,0.300092639,0.882788036,0.599038685,0.283749351,2.365741596,0.146510736,2.21923086,0.970794383,0.267128293,0.70366609
4308,203410,38.45254,-75.98205,38.452219,-75.982368,-0.000321,-0.000318,E2EM,E2EM,18,20,2,0.8417,0.995578121,0.153878121,1,1.2,0.2,78.16,75.8843828,-2.275617199,7.2,9,1.8,21.79,22.03135973,0.241359728,55.56,55,-0.56,0.80262206,0.840900766,0.782523295,1.828435177,4.206492502,2.378057324,1.828435177,41.24151566,-39.41308048,0.393053467,0.335644884,0.057408584,2.185708006,1.058706659,1.127001347,1.2,0.322116916,0.877883084,2.322222222,1.012540997,1.309681225
4309,202511,31.94268068,-81.08486736,31.94268,-81.08486,-6.8E-07,7.36E-06,E2EM,E2EM,2,1,-1,0.0217,0,-0.0217,0,0,0,0,0,0,1.2,1,-0.2,100,100,0,100,#N/A,#N/A,0,1,1,8.458241758,,-8.458241758,8.458241758,,8.458241758,3.595604396,4,-0.404395604,0,0,0,3,3,0,0,0,0
4310,206521,41.45880668,-80.45331573,41.459,-80.45316,0.00019332,0.00015573,PFO,PFO,59,57,-2,2.5629,2.786416396,0.223516396,0.8,0.8,0,0.78,0.2898511,-0.4901489,25,25.8,0.8,97.43,99.21997396,1.789973961,45.76,47.36842105,1.608421053,0.813007426,0.671328226,0.640200767,0.802038339,1.525290476,0.723252137,0.802038339,34.04535681,-33.24331847,0.061483655,0.077831086,-0.016347431,0.264220529,0.180882034,0.083338496,0.278091125,0.102347836,0.175743289,0.925550649,0.326812143,0.598738506
4353,202840,41.26666966,-72.50269329,41.26667,-72.50269,3.4E-07,3.29E-06,E2EM,E2EM,3,1,-2,0.0435,0,-0.0435,0,0,0,0,0,0,2.4,1,-1.4,100,100,0,100,#N/A,#N/A,0,1,1,7.466948496,,-7.466948496,7.466948496,,7.466948496,1.732795428,4,-2.267204572,2,0,2,1.503312826,3,-1.496687174,1.133244182,0,1.133244182
4355,201052,42.67532,-71.05451,42.675251,-71.053905,-6.9E-05,0.000605,PEM,PEM,52,30,-22,2.5942,2.071010976,-0.523189024,1.2,1.6,0.4,1.3,61.02029272,59.72029272,18,9,-9,84.44,38.97970728,-45.46029272,55.77,66.66666667,10.89666667,0.741877649,0.914428211,0.72711327,1.108875209,4.844045931,3.735170722,1.108875209,66.74909894,-65.64022373,0.135673256,0.376897997,-0.241224741,0.609014787,1.131011916,-0.521997129,0.531152875,0.268532336,0.262620538,1.390815087,0.647871883,0.742943205
4356,201052,42.67526,-71.05436,42.675251,-71.053905,-9E-06,0.000455,PEM,PEM,59,30,-29,2.3578,2.071010976,-0.286789024,1.2,1.6,0.4,0.11,61.02029272,60.91029272,21,9,-12,89.69,38.97970728,-50.71029272,55.93,66.66666667,10.73666667,0.741877649,0.914428211,0.72711327,0.918617051,4.844045931,3.92542888,0.918617051,66.74909894,-65.83048189,0.119816865,0.376897997,-0.257081132,0.560682189,1.131011916,-0.570329727,0.374888854,0.268532336,0.106356518,1.061742936,0.647871883,0.413871053
4357,203604,41.79912,-71.187648,41.7992,-71.1879,8E-05,-0.000252,PUBPAB,PEM,27,31,4,2.156,2.445078211,0.289078211,0.4,0.8,0.4,0.72,6.250178048,5.530178048,9.2,10.4,1.2,94.53,93.74982195,-0.780178048,59.26,77.41935484,18.15935484,0.311257614,0.945417572,0.344257147,2.432496439,1.555661598,-0.87683484,2.432496439,38.85150352,-36.41900708,0.368336741,0.350042975,0.018293766,1.663072219,1.10019455,0.562877669,1.043063378,0.154402612,0.888660766,1.416463253,0.303797131,1.112666122
4358,203604,41.79912,-71.18764,41.7992,-71.1879,8E-05,-0.00026,PUBPAB,PEM,33,31,-2,2.3774,2.445078211,0.067678211,0.6,0.8,0.2,0.29,6.250178048,5.960178048,10.4,10.4,0,92.07,93.74982195,1.679821952,63.64,77.41935484,13.77935484,0.311257614,0.945417572,0.344257147,1.862771069,1.555661598,-0.307109471,1.862771069,38.85150352,-36.98873245,0.213910948,0.350042975,-0.136132028,1.806839955,1.10019455,0.706645405,1.475850424,0.154402612,1.321447811,1.117808483,0.303797131,0.814011352
4370,203942,40.76595871,-72.88414359,40.765959,-72.884144,2.9E-07,-4.1E-07,E2EM,E2EM,5,2,-3,0.7481,0.642825131,-0.105274869,0.2,0,-0.2,0.02,0,-0.02,2.8,2,-0.8,99.98,100,0.02,100,#N/A,#N/A,0,1,1,3.578826705,,-3.578826705,3.578826705,,3.578826705,1.492640852,2,-0.507359148,2.05,2,0.05,1.352547453,1.5,-0.147452547,1.164213322,1.125,0.039213322
4371,203942,40.76595871,-72.88414359,40.765959,-72.884144,2.9E-07,-4.1E-07,E2EM,E2EM,5,2,-3,0.6993,0.642825131,-0.056474869,0.2,0,-0.2,0.02,0,-0.02,2.8,2,-0.8,99.98,100,0.02,100,#N/A,#N/A,0,1,1,3.578826705,,-3.578826705,3.578826705,,3.578826705,1.492640852,2,-0.507359148,2.05,2,0.05,1.352547453,1.5,-0.147452547,1.164213322,1.125,0.039213322
4372,204991,43.77856756,-75.44644128,43.778568,-75.446441,4.4E-07,2.8E-07,PF,PF,55,47,-8,1.4603,1.07072083,-0.38957917,0.8,3,2.2,0.44,80.27294249,79.83294249,22.6,13,-9.6,36.09,18.46049067,-17.62950933,90.91,82.9787234,-7.931276596,0.959734785,0.940686288,0.899380988,0.895436404,2.312275046,1.416838642,0.895436404,41.89159823,-40.99616182,0.147799795,0.266173308,-0.118373513,0.966674196,0.876996267,0.089677928,0.379915883,0.197652567,0.182263316,0.85389803,0.485795838,0.368102192
4374,204096,40.80414415,-72.70037024,40.80416,-72.70017,1.585E-05,0.00020024,E2EM,E2EM,7,20,13,0.7211,1.062563824,0.341463824,1,1.2,0.2,32.59,38.91107761,6.321077609,3.6,5.6,2,67.41,60.72594598,-6.684054016,85.71,30,-55.71,0.398797229,0.985484415,0.985665903,2.503770347,3.111168013,0.607397666,2.503770347,6.063603664,-3.559833316,0.91889562,0.953931778,-0.035036158,2.183411372,1.782070168,0.401341204,1.051017095,0.785648437,0.265368658,1.553553305,1.313188193,0.240365112
4396,200570,41.46062,-71.43694,41.461802,-71.436971,0.001182,-3.1E-05,PFO,PFO,32,58,26,1.6236,2.772191359,1.148591359,0,1.4,1.4,0,4.852503846,4.852503846,17,22.2,5.2,100,87.88980481,-12.11019519,43.75,56.89655172,13.14655172,0.38350129,0.563526497,0.368815238,0.877326589,0.788766088,-0.088560501,0.877326589,22.69494895,-21.81762236,0.170391669,0.086515762,0.083875907,0.615890491,0.199030531,0.416859961,0.411185489,0.084642615,0.326542874,1.309232151,0.225365292,1.083866859
